GSL_ID,NAME,SUB_NAME,ADDR,CITY,STATE,ZIP,TYPE_CNTRL,YR_1,NBD_1,NBR_1,DRATE_1,AVG_1,YR_2,NBD_2,NBR_2,DRATE_2,AVG_2,YR_3,NBD_3,NBR_3,DRATE_3,AVG_3,FLAG_1,FLAG_2,CONG_DIST,REGION
024998,CAREER DEVELOPMENT INSTITUTE,,"2233 4TH AVE, N",BIRMINGHAM,AL,35203,600 hr/Prop,92,       207,       328,  63.1,,91,       351,       576,  60.9,,90,       175,       276,  63.4,,C,,07,04
010554,CONCORDIA COLLEGE,,1804 GREEN STREET,SELMA,AL,36701,4 yr/Priv,92,         1,         5,  60.4,*,91,         6,        13,  62.0,*,90,        22,        30,  73.3,,C,,03,04
024997,CAREER DEVELOPMENT INSTITUTE,,505-507 MONTGOMERY ST,MONTGOMERY,AL,36104,1 yr/Prop,92,       121,       208,  58.2,,91,       187,       298,  62.8,,90,        88,       180,  48.9,,C,,02,04
025813,CAREER DEVELOPMENT INSTITUTE,,1060 SPRINGHILL AVE,MOBILE,AL,36604,600 hr/Prop,92,       105,       198,  53.0,,91,       152,       268,  56.7,,90,        42,        85,  49.4,,C,,01,04
005248,C A FREDD STATE TECHNICAL COLLEGE,,3401 32ND AVE,TUSCALOOSA,AL,35401,2 yr/Pub,92,         0,         0,  50.0,*,91,         1,         1,  48.0,*,90,         2,         5,  44.8,*,H,,07,04
005260,J F DRAKE STATE TECHNICAL COLLEGE,,3421 MERIDIAN ST N,HUNTSVILLE,AL,35811,2 yr/Pub,92,         0,         0,  50.0,*,91,         0,         0,  20.0,*,90,         1,         2,  28.6,*,H,,05,04
023505,STEP AHEAD - THE COSMETOLOGY SCHOOL,,26-B PHILLIPS DR,BIRMINGHAM,AL,35228,1 yr/Prop,92,         0,         0,  50.0,*,91,         0,         0,  54.2,*,90,         3,         6,  48.3,*,C,,07,04
022393,RICE COLLEGE,,2116 BESSEMER RD,BIRMINGHAM,AL,35208,1 yr/Prop,92,        29,        59,  49.2,,91,        43,        80,  53.8,,90,        80,       145,  55.2,,,,06,04
001059,LAWSON STATE COMMUNITY COLLEGE,,3060 WILSON RD,BIRMINGHAM,AL,35221,2 yr/Pub,92,         6,        21,  49.0,*,91,        22,        45,  48.9,,90,        89,       173,  51.4,,C,,06,04
021080,NEW WORLD COLLEGE,,"1031 NOBLE ST, PO BOX 2287",ANNISTON,AL,36201,1 yr/Prop,92,        48,       106,  45.3,,91,        87,       243,  35.8,,90,        79,       242,  32.6,,,,03,04
023195,CHARLES ACADEMY OF BEAUTY CULTURE,,2986 ESLAVA CREEK PKY,MOBILE,AL,36606,1 yr/Prop,92,         4,        11,  42.3,*,91,        34,        85,  40.0,,90,        58,       131,  44.3,,C,,01,04
026049,NEW WORLD COLLEGE,,"PO BOX 1551, 434 BROAD ST",GADSDEN,AL,35901,1 yr/Prop,92,        30,        73,  41.1,,91,        33,       103,  32.0,,90,         2,        14,  17.9,*,,,04,04
009435,PHILLIPS JUNIOR COLLEGE AT BIRMINGH,AM,115 OFFICE PARK DR,BIRMINGHAM,AL,35223,2 yr/Prop,92,       494,      1205,  41.0,,91,       730,      1546,  47.2,,90,      1008,      1866,  54.0,,,,06,04
021804,NEW WORLD COLLEGE OF BEAUTY,,"1031 NOBLE ST, PO BOX 2287",ANNISTON,AL,36202,1 yr/Prop,92,        53,       137,  38.7,,91,        45,       124,  36.3,,90,        30,       127,  23.6,,,,03,04
011237,SOUTHERN VOCATIONAL COLLEGE,,225 S MAIN ST,TUSKEGEE,AL,36083,2 yr/Priv,92,         7,        21,  38.5,*,91,        14,        41,  34.1,,90,        24,        55,  43.6,,C,,03,04
023410,CAPPS COLLEGE,,"3100 COTTAGE HILL RD, STE 500",MOBILE,AL,36606,1 yr/Prop,92,        84,       236,  35.6,,91,        67,       233,  28.8,,90,        59,       186,  31.7,,,,01,04
023238,GAITHER AND COMPANY BEAUTY COLLEGE,,414 E WILLOW ST,SCOTTSBORO,AL,35768,1 yr/Prop,92,         6,        22,  33.3,*,91,        15,        45,  33.3,,90,        19,        53,  35.8,,C,,04,04
025992,SOUTHERN TECHNICAL COLLEGE,,4116 NARROW LANE RD,MONTGOMERY,AL,36111,2 yr/Prop,92,       158,       483,  32.7,,91,       177,       445,  39.8,,90,        61,       165,  37.0,,,,02,04
023077,PHILLIPS JUNIOR COLLEGE OF MOBILE,,3446 DEMETROPOLIS RD,MOBILE,AL,36693,2 yr/Prop,92,       208,       638,  32.6,,91,       148,       442,  33.5,,90,       107,       478,  22.4,,,,01,04
005698,DOUGLAS MACARTHUR STATE TECHNICAL C,OLLEGE,1708 N MAIN ST PO BOX 649,OPP,AL,36467,2 yr/Pub,92,        74,       229,  32.3,,91,        60,       166,  36.1,,90,        32,        78,  41.0,,,,02,04
001037,SELMA UNIVERSITY,,1501 LAPSLEY ST,SELMA,AL,36701,4 yr/Priv,92,        13,        41,  31.7,,91,         6,        21,  25.0,*,90,         1,         8,  28.6,*,H,,03,04
001005,ALABAMA STATE UNIVERSITY,,915 S JACKSON ST,MONTGOMERY,AL,36101,5 yr/Pub,92,       319,      1091,  29.2,,91,       184,       868,  21.2,,90,       150,       492,  30.5,,H,,02,04
025905,ALABAMA COLLEGE OF COSMETOLOGY,,1105 SE JEFFERSON ST,ATHENS,AL,35611,1 yr/Prop,92,         0,         0,  28.6,*,91,         2,         7,  28.6,*,90,         0,         0,   0.0,,,,05,04
022055,MASTERS INSTITUTE OF COSMETOLOGY,,8215 STEPHANIE ST,HUNTSVILLE,AL,35802,1 yr/Prop,92,         6,        25,  28.3,*,91,         5,        31,  16.1,,90,        17,        43,  39.5,,,,05,04
001046,TALLADEGA COLLEGE,,627 W BATTLE ST,TALLADEGA,AL,35160,4 yr/Priv,92,        47,       183,  25.7,,91,        26,       127,  20.5,,90,        29,       144,  20.1,,H,,03,04
010193,HERZING INSTITUTES,,1218 S 20TH ST,BIRMINGHAM,AL,35205,1 yr/Prop,92,        61,       240,  25.4,,91,        67,       275,  24.4,,90,        88,       294,  29.9,,,,06,04
001028,MILES COLLEGE,,PO BOX 3800,BIRMINGHAM,AL,35208,4 yr/Priv,92,        52,       207,  25.1,,91,        47,       205,  22.9,,90,        80,       242,  33.1,,H,,06,04
004463,DRAUGHON'S JUNIOR COLLEGE,,122 COMMERCE ST,MONTGOMERY,AL,36104,2 yr/Prop,92,        55,       236,  23.3,,91,        58,       210,  27.6,,90,        49,       187,  26.2,,,,02,04
022850,SCIENTIFIC BEAUTY ACADEMY,,3115-A DRAKE AVE,HUNTSVILLE,AL,35805,1 yr/Prop,92,         0,         9,  23.3,*,91,         4,         9,  46.2,*,90,         3,        12,  36.2,*,C,,05,04
026055,SOUTHEAST COLLEGE OF TECHNOLOGY,,"828 DOWNTOWNER LOOP, W",MOBILE,AL,36609,2 yr/Prop,92,       207,       913,  22.7,,91,       123,       427,  28.8,,90,         4,        80,   5.0,,,,01,04
008988,LURLEEN B WALLACE STATE JUNIOR COLL,EGE,**,ANDALUSIA,AL,36420,2 yr/Pub,92,         6,        18,  21.6,*,91,         7,        32,  21.9,,90,         6,        38,  15.8,,,,01,04
001044,STILLMAN COLLEGE,,PO DRAWER 1430,TUSCALOOSA,AL,35403,4 yr/Priv,92,        45,       219,  20.5,,91,        65,       268,  24.3,,90,        62,       223,  27.8,,H,,07,04
001026,MARION MILITARY INSTITUTE,,WASHINGTON STREET,MARION,AL,36756,2 yr/Priv,92,        16,        81,  19.8,,91,        10,        88,  11.4,,90,        15,       101,  14.9,,,,07,04
006663,NORTH ALABAMA COLLEGE OF COMMERCE,,2820 HOLMES AVE,HUNTSVILLE,AL,35816,2 yr/Prop,92,         7,        38,  18.4,,91,         6,        72,   8.3,,90,        25,       119,  21.0,,,,05,04
001050,TUSKEGEE UNIVERSITY,,***,TUSKEGEE,AL,36088,5 yr/Priv,92,       164,       989,  16.6,,91,       171,       962,  17.8,,90,       178,       919,  19.4,,H,,03,04
001002,ALABAMA AGRICULTURAL AND MECHANICAL, UNIVERSITY,"4900 MERIDIAN ST, NW",NORMAL,AL,35762,5 yr/Pub,92,        96,       601,  16.0,,91,       109,       665,  16.4,,90,       121,       614,  19.7,,H,,05,04
001022,JEFFERSON STATE COMMUNITY COLLEGE,,2601 CARSON RD,BIRMINGHAM,AL,35215,2 yr/Pub,92,        23,       149,  15.4,,91,        17,       137,  12.4,,90,        20,       143,  14.0,,,,06,04
001033,OAKWOOD COLLEGE,,"OAKWOOD RD, NW",HUNTSVILLE,AL,35896,4 yr/Priv,92,        59,       418,  14.1,,91,        41,       378,  10.8,,90,        60,       317,  18.9,,H,,05,04
022704,SOUTHEASTERN BIBLE COLLEGE,,3001 HWY 280 E,BIRMINGHAM,AL,35243,4 yr/Priv,92,         4,        25,  12.5,*,91,         0,         5,   4.8,*,90,         1,        10,   3.3,*,,,90,04
001017,GADSDEN STATE COMMUNITY COLLEGE,,GEORGE WALLACE DR,GADSDEN,AL,35999,2 yr/Pub,92,         1,        16,  12.4,*,91,         2,        30,   6.7,,90,        10,        59,  16.9,,,,04,04
001003,FAULKNER UNIVERSITY,,5345 ATLANTA HWY,MONTGOMERY,AL,36109,5 yr/Priv,92,        58,       503,  11.5,,91,        45,       504,   8.9,,90,        50,       377,  13.3,,,,02,04
012182,CHATTAHOOCHEE VALLEY STATE COMMUNIT,Y COLLEGE,2602 SAVAGE DR,PHENIX CITY,AL,36867,2 yr/Pub,92,         1,         7,  11.4,*,91,         1,        10,  16.4,*,90,         3,        27,  12.8,*,,,03,04
005697,SHOALS COMMUNITY COLLEGE,,"GEORGE WALLACE BLVD, POB 2545",SHEFFIELD,AL,35662,2 yr/Pub,92,         4,        35,  11.4,,91,         5,        37,  13.5,,90,         7,        29,  18.2,*,,,03,04
025719,SOUTH ALABAMA BEAUTY COLLEGE,,2861 S MCKENZIE ST,FOLEY,AL,36535,1 yr/Prop,92,         3,        28,  11.1,*,91,         0,         6,  11.8,*,90,         2,        11,  18.2,,,,01,04
021997,INTERNATIONAL BIBLE COLLEGE,,PO BOX IBC,FLORENCE,AL,35630,4 yr/Priv,92,         2,        21,  10.5,*,91,         3,        16,   9.4,*,90,         1,        20,   9.0,*,,,05,04
001020,JACKSONVILLE STATE UNIVERSITY,,**,JACKSONVILLE,AL,36265,5 yr/Pub,92,        87,       850,  10.2,,91,        80,       738,  10.8,,90,        68,       730,   9.3,,,,03,04
004462,GADSDEN BUSINESS COLLEGE,,750 FORREST AVE,GADSDEN,AL,35901,1 yr/Prop,92,        16,       158,  10.1,,91,        28,       135,  20.7,,90,        34,       132,  25.8,,,,04,04
001024,LIVINGSTON UNIVERSITY,,205 N WASHINGTON,LIVINGSTON,AL,35470,5 yr/Pub,92,        28,       291,   9.6,,91,        39,       312,  12.5,,90,        35,       267,  13.1,,,,07,04
001047,TROY STATE UNIVERSITY,,UNIVERSITY AVENUE,TROY,AL,36082,5 yr/Pub,92,        51,       529,   9.6,,91,        44,       450,   9.8,,90,        28,       435,   6.4,,,,02,04
008310,AUBURN UNIVERSITY AT MONTGOMERY,,7200 UNIVERSITY DR,MONTGOMERY,AL,36117,4 yr/Pub,92,        40,       495,   8.1,,91,        62,       511,  12.1,,90,        40,       419,   9.5,,,,02,04
001016,UNIV OF NORTH ALABAMA,,BOX 5091,FLORENCE,AL,35632,5 yr/Pub,92,        43,       535,   8.0,,91,        43,       501,   8.6,,90,        36,       472,   7.6,,,,05,04
001015,ENTERPRISE STATE JUNIOR COLLEGE,,PO BOX 1300,ENTERPRISE,AL,36331,2 yr/Pub,92,         5,        29,   7.8,*,91,         1,        20,   6.9,*,90,         0,        28,   8.6,*,,,02,04
001057,UNIVERSITY OF SOUTH ALABAMA,,"307 UNIVERSITY BLVD, 170 CSAB",MOBILE,AL,36688,5 yr/Pub,92,       102,      1340,   7.6,,91,       124,      1439,   8.6,,90,        96,      1182,   8.1,,,,01,04
001049,"TROY STATE UNIVERSITY, MONTGOMERY",,PO DRAWER 4419,MONTGOMERY,AL,36103,5 yr/Pub,92,         4,        53,   7.5,,91,         3,        49,   6.1,,90,         2,        58,   3.4,,,,02,04
001029,UNIVERSITY OF MOBILE,,PO BOX 13220,MOBILE,AL,36663,5 yr/Priv,92,        19,       261,   7.3,,91,        19,       269,   7.1,,90,        10,       147,   6.8,,,,,04
007871,GEORGE C WALLACE STATE COMMUNITY CO,LLEGE,801 MAIN ST NW,HANCEVILLE,AL,35077,2 yr/Pub,92,         4,        57,   7.0,,91,        16,       104,  15.4,,90,        16,       136,  11.8,,,,04,04
001041,SPRING HILL COLLEGE,,4000 DAUPHIN ST,MOBILE,AL,36608,5 yr/Priv,92,        15,       224,   6.7,,91,        13,       203,   6.4,,90,         8,       172,   4.7,,,,01,04
001051,UNIVERSITY OF ALABAMA,,**,TUSCALOOSA,AL,35487,4 yr/Pub,92,       144,      2161,   6.7,,91,       137,      2210,   6.2,,90,       124,      1991,   6.2,,,,07,04
025034,SOUTHERN CHRISTIAN UNIVERSITY,,"1200 TAYLOR RD, PO BOX 240240",MONTGOMERY,AL,36117,5 yr/Priv,92,         2,        27,   6.3,*,91,         2,        29,   5.4,*,90,         0,         7,   0.0,*,,,02,04
001004,UNIVERSITY OF MONTEVALLO,,STATION 6001,MONTEVALLO,AL,35115,5 yr/Pub,92,        18,       298,   6.0,,91,        20,       304,   6.6,,90,        16,       263,   6.1,,,,07,04
001052,UNIVERSITY OF ALABAMA AT BIRMINGHAM,,"UAB STATION, MJH 107",BIRMINGHAM,AL,35294,5 yr/Pub,92,        74,      1261,   5.9,,91,        79,      1502,   5.3,,90,        69,      1319,   5.2,,,,06,04
005749,ALABAMA AVIATION & TECHNICAL COLLEG,E,"1439 S UNION ST, PO BOX 1209",OZARK,AL,36361,2 yr/Pub,92,         3,        58,   5.2,,91,        11,        82,  13.4,,90,        18,        99,  18.2,,,,05,04
001055,UNIVERSITY OF ALABAMA IN HUNTSVILLE,,124 UNIVERSITY CENTER,HUNTSVILLE,AL,35899,5 yr/Pub,92,        20,       439,   4.6,,91,        21,       440,   4.8,,90,        25,       381,   6.6,,,,05,04
001048,TROY STATE UNIVERSITY,,UNIVERSITY AVENUE,TROY,AL,36082,5 yr/Pub,92,         5,       115,   4.3,,91,        10,       107,   9.3,,90,         8,       101,   7.9,,,,02,04
001009,AUBURN UNIVERSITY,,209 SAMFORD HALL,AUBURN,AL,36849,5 yr/Pub,92,        74,      1747,   4.2,,91,        69,      1675,   4.1,,90,        53,      1784,   3.0,,,,03,04
001036,SAMFORD UNIVERSITY,,800 LAKESHORE DR,BIRMINGHAM,AL,35229,4 yr/Priv,92,        28,       747,   3.7,,91,        31,       738,   4.2,,90,        22,       958,   2.3,,,,06,04
001019,HUNTINGDON COLLEGE,,1500 E FAIRVIEW AVE,MONTGOMERY,AL,36194,4 yr/Priv,92,         3,        84,   3.6,,91,         4,        95,   4.2,,90,         3,        85,   3.5,,,,02,04
001012,BIRMINGHAM SOUTHERN COLLEGE,,900 ARKADELPHIA RD,BIRMINGHAM,AL,35254,5 yr/Priv,92,         5,       158,   3.2,,91,         7,       206,   3.4,,90,         9,       220,   4.1,,,,06,04
001008,ATHENS STATE COLLEGE,,BEATY STREET,ATHENS,AL,35611,4 yr/Pub,92,         4,       150,   2.7,,91,         2,       138,   1.4,,90,        10,       127,   7.9,,,,05,04
021706,UNITED STATES SPORTS ACADEMY,,ONE ACADEMY DR,DAPHNE,AL,36526,5 yr/Priv,92,         3,       117,   2.6,,91,         3,       119,   2.5,,90,         6,       138,   4.3,,,,01,04
022960,PRINCE INSTITUTE OF PROFESSIONAL ST,UDIES,7735 ATLANTA HIGHWAY,MONTGOMERY,AL,36117,3 yr/Prop,92,         1,        41,   2.4,,91,         5,        59,   8.5,,90,         2,        50,   4.0,,,,02,04
001023,JUDSON COLLEGE,,220 BIBB STREET,MARION,AL,36756,4 yr/Priv,92,         1,        50,   2.0,,91,         4,        67,   6.0,,90,         3,        64,   4.7,,,,07,04
024704,AUBURN UNIV SCH OF PHARMACY,,,AUBURN,AL,36830,5 yr/Priv,92,         0,         0,   0.0,*,91,         0,         0,   0.0,*,90,         0,         0,   0.0,*,,,18,04
004257,CARRAWAY METH MED CTR SCH XRAY,,1615 N 25TH ST,BIRMINGHAM,AL,35234,2 yr/Priv,92,         0,         0,   0.0,*,91,         0,         0,   0.0,*,90,         0,         0,   0.0,*,,,06,04
006155,COOSA VALLEY MEDICAL CENTER SCHOOL,OF NURSING,S MOBILE AVE,SYLACAUGA,AL,35150,2 yr/Pub,92,         0,        13,   0.0,*,91,         0,         8,   4.5,*,90,         0,         7,   6.7,*,,,03,04
026210,JOYCE DUNCAN'S ACADEMY OF COSMETOLO,GY,2115 JONATHAN DR,HUNTSVILLE,AL,35810,1 yr/Prop,92,         1,         3,  33.3,,91,       N/A,       N/A,   N/A,,90,       N/A,       N/A,   N/A,,,,05,04
030325,ALABAMA STATE COLLEGE OF BARBER STY,LING,"9480 PARKWAY, E",BIRMINGHAM,AL,35215,1 yr/Prop,92,         0,         0,   0.0,,91,       N/A,       N/A,   N/A,,90,       N/A,       N/A,   N/A,,,,06,04
023431,NW ARKANSAS COLLEGE OF COSMETOLOGY,,821 S MT OLIVE,SILOAM SPRINGS,AR,72761,1 yr/Prop,92,         1,         2,  59.1,*,91,         3,         5,  62.1,*,90,         9,        15,  53.3,*,C,,03,06
022842,NEW TYLER BARBER COLLEGE,,1221 E 7TH ST,NORTH LITTLE ROCK,AR,72114,1 yr/Prop,92,        28,        52,  53.8,,91,        27,        58,  46.6,,90,        19,        36,  52.8,,C,,02,06
025597,COSMOPOLITAN BEAUTY COLLEGE,,622 S MAIN ST,PINE BLUFF,AR,71601,1 yr/Prop,92,        15,        24,  48.1,*,91,         9,        24,  35.7,*,90,         1,         4,  25.0,,,,04,06
001105,SHORTER COLLEGE,,604 N LOCUST ST,NORTH LITTLE ROCK,AR,72114,2 yr/Priv,92,        27,        63,  42.9,,91,         5,        16,  47.3,*,90,        16,        30,  53.3,,H,,02,06
007044,CROWLEYS RIDGE TECHNICAL INSTITUTE,,PO BOX 925,FORREST CITY,AR,72335,1 yr/Pub,92,        30,        71,  42.3,,91,        29,        57,  50.9,,90,        28,        73,  38.4,,C,,01,06
021459,RICE BELT VOCATIONAL SCHOOL,,PO BOX 427,DE WITT,AR,72042,2 yr/Pub,92,         3,         8,  42.1,*,91,         4,         7,  38.5,*,90,         1,         4,   8.3,*,,,01,06
023398,SOUTHERN INSTITUTE OF COSMETOLOGY,,"410 W TYLER ST, #11",WEST MEMPHIS,AR,72301,1 yr/Prop,92,         3,        10,  39.6,*,91,         7,        16,  35.2,*,90,         9,        22,  25.8,*,,,01,06
021977,PAT GOINS PINE BLUFF BEAUTY SCHOOL,,2801 S OLIVE #3A,PINE BLUFF,AR,71601,600 hr/Prop,92,         8,        22,  38.1,*,91,         7,        20,  45.2,*,90,         9,        21,  49.3,*,C,,04,06
001087,ARKANSAS BAPTIST COLLEGE,,1600 HIGH STREET,LITTLE ROCK,AR,72202,4 yr/Priv,92,        34,        94,  36.2,,91,        48,       108,  44.4,,90,        31,        85,  36.5,,H,,02,06
022024,PROFESSIONAL COSMETOLOGY EDUCATION,CENTER,1124 W WASHINGTON,CAMDEN,AR,71701,1 yr/Prop,92,         6,        21,  35.0,*,91,         6,        19,  36.5,*,90,         9,        20,  29.2,*,,,04,06
007862,PAT GOINS JONESBORO BEAUTY SCHOOL,,3512 E NETTLETON,JONESBORO,AR,72401,1 yr/Prop,92,         4,        22,  34.3,*,91,         8,        15,  37.2,*,90,        12,        33,  36.4,,,,01,06
023635,ARKANSAS CONTINENTAL BEAUTY SCHOOL,,2000 N 'B' ST,FORT SMITH,AR,72901,1 yr/Prop,92,         2,         5,  32.3,*,91,         7,        26,  29.4,*,90,        12,        34,  35.3,,,,03,06
021091,SOUTH CENTRAL CAREER COLLEGE,,4500 W COMMERCIAL DR,NORTH LITTLE ROCK,AR,72116,1 yr/Prop,92,       176,       560,  31.4,,91,       174,       583,  29.8,,90,       177,       578,  30.6,,,,02,06
025991,SOUTHERN TECHNICAL COLLEGE,,7601 SCOTT HAMILTON DR,LITTLE ROCK,AR,72209,2 yr/Prop,92,       262,       849,  30.9,,91,       198,       631,  31.4,,90,        76,       295,  25.8,,,,02,06
004469,DRAUGHON BUSINESS COLLEGE,,4821 S UNIVERSITY,LITTLE ROCK,AR,72209,1 yr/Prop,92,        40,       140,  28.6,,91,        84,       219,  38.4,,90,        74,       222,  33.3,,C,,02,06
023482,MID-SOUTH COMMUNITY COLLEGE,,"2000 WEST BROADWAY, POB 2067",WEST MEMPHIS,AR,72301,1 yr/Pub,92,         5,        22,  28.6,*,91,         7,        19,  34.3,*,90,         2,         8,  37.5,*,,,01,06
010634,NATIONAL EDUCATION CENTER ARKANSAS,COL OF TECH CAMPUS,9720 RODNEY PARHAM RD,LITTLE ROCK,AR,72207,2 yr/Prop,92,       122,       430,  28.4,,91,       159,       507,  31.4,,90,       226,       702,  32.2,,,,02,06
022724,EASTERN COLLEGE OF HEALTH VOCATIONS,,6423 FORBING RD,LITTLE ROCK,AR,72209,1 yr/Prop,92,        91,       321,  28.3,,91,       143,       402,  35.6,,90,       231,       577,  40.0,,,,02,06
011149,CAPITAL CITY BUSINESS COLLEGE,,K-MART SHOP CTR HWY 64E POB790,RUSSELLVILLE,AR,72801,1 yr/Prop,92,        17,        61,  27.9,,91,        19,        50,  38.0,,90,       351,       445,  78.9,,C,,03,06
005319,FOOTHILLS TECHNICAL INSTITUTE,,"1800 EAST MOORE ST, PO BOX 909",SEARCY,AR,72143,1 yr/Pub,92,        15,        56,  26.8,,91,        20,        68,  29.4,,90,        19,        72,  26.4,,,,02,06
007738,SOUTHERN ARKANSAS UNIVERSITY TECH,,SAU TECH STATION,CAMDEN,AR,71701,2 yr/Pub,92,         8,        30,  26.7,,91,         4,        27,  13.8,*,90,         5,        41,  12.2,,,,04,06
025327,STEVE EARLE BEAUTY COLLEGE,,301 S COLLEGE,STUTTGART,AR,72160,1 yr/Prop,92,         0,         4,  25.9,*,91,         3,        14,  24.1,*,90,         4,         9,  14.8,*,,,01,06
010741,MELLIE'S BEAUTY COLLEGE,,311 S 16TH ST,FORT SMITH,AR,72901,600 hr/Prop,92,         2,        10,  25.0,*,91,         1,         7,  26.2,*,90,         5,        15,  29.4,*,,,03,06
006308,WHITE RIVER VOCATIONAL TECHNICAL SC,HOOL,PO BOX 1120,NEWPORT,AR,72112,1 yr/Pub,92,         1,        17,  24.2,*,91,         4,        14,  30.2,*,90,        11,        35,  31.4,,,,01,06
025385,ARTHUR'S BEAUTY COLLEGE,,2600 JOHN HARDEN DR,JACKSONVILLE,AR,72076,1 yr/Prop,92,         3,        24,  23.2,*,91,         8,        29,  27.1,*,90,         5,        16,  10.4,*,,,02,06
025258,LEE'S SCHOOL OF COSMETOLOGY,,2700 W PERSHING BLVD,NORTH LITTLE ROCK,AR,72114,1 yr/Prop,92,         5,        14,  23.0,*,91,         3,        30,  10.0,,90,         6,        17,  20.9,*,,,02,06
001103,PHILANDER SMITH COLLEGE,,812 W 13TH ST,LITTLE ROCK,AR,72203,4 yr/Priv,92,        27,       119,  22.7,,91,        30,       111,  27.0,,90,        56,       162,  34.6,,H,,02,06
005732,RED RIVER TECHNICAL COLLEGE,,PO BOX 140,HOPE,AR,71801,1 yr/Pub,92,        15,        68,  22.1,,91,         4,        50,   8.0,,90,         6,        44,  13.6,,,,04,06
022604,BEE JAY'S HAIRSTYLING ACADEMY,,1907 HINSON LOOP,LITTLE ROCK,AR,72212,1 yr/Prop,92,         5,        24,  22.0,*,91,         4,        17,  20.0,*,90,         2,         9,  16.7,*,,,02,06
001104,PHILLIPS COUNTY COMMUNITY COLLEGE,,PO BOX 785,HELENA,AR,72342,2 yr/Pub,92,        34,       155,  21.9,,91,        54,       196,  27.6,,90,        58,       185,  31.4,,,,01,06
020753,PULASKI TECHNICAL COLLEGE,,3000 W SCENIC RD,NORTH LITTLE ROCK,AR,72118,1 yr/Pub,92,         7,        32,  21.9,,91,         6,        27,  22.0,*,90,         8,        32,  25.0,,,,02,06
007921,FAYETTEVILLE BEAUTY COLLEGE,,1200 N COLLEGE AVE,FAYETTEVILLE,AR,72701,600 hr/Prop,92,         1,        15,  21.7,*,91,         6,        18,  29.3,*,90,         3,        13,  28.8,*,,,03,06
012860,MISSISSIPPI COUNTY COMMUNITY COLLEG,E,PO BOX 1109,BLYTHEVILLE,AR,72316,2 yr/Pub,92,        31,       154,  20.1,,91,        20,       116,  17.2,,90,        20,       113,  17.7,,,,01,06
005245,PETIT JEAN TECHNICAL COLLEGE,,"HIGHWAY #9 N, PO BOX 586",MORRILTON,AR,72110,1 yr/Pub,92,        15,        75,  20.0,,91,        21,        58,  36.2,,90,        17,        47,  36.2,,,,02,06
